🕘️更新时间,#genre#
CCTV16,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=d449fae43b3cd0453ff14ac9b852a6864dec61562d1685d310b46671b73d67f0dfa7847124cf47f7aae52bd8aa9e3f23a0eb025f49034cc82b74b796fa4624af
CCTV16,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=2f6371079c8f361cedcf7cebda028aa77693ce8a4c731ac9d6d2af055b3ccd5349dd39f6d9d4f23ccbf75f8f6fc5dc1af7bbe71b2ac6611d0913eb657ebdbb40
CCTV16,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=9c6a1ab729d3adc6e2f5ba338bda075300dc47ef86e93ce70e5c967bbbbab72f240a27021c480ab01ce0e46d867f88f9b6e92a8aba3050d7656d447807c25c8e
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV17,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=9c6a1ab729d3adc6e2f5ba338bda0753ad223d9a90ec0c1eba2dcf139cb6029ad9ba800e98edee30d6f59c5fc185df05181af8d076c2d92e376b5e455489462e
CCTV17,http://39.107.95.182:3000/673168256
CCTV17,http://139.224.111.181:3000/673168256
CCTV17,http://124.77.202.8:49155/673168256
CCTV-4K,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=7fb1c7229bad500e1884059f1cf21802636208503d52901205f3b390d6ee93a0a9c356803b48a78ccb2e08e81f325d9a9a3b200754632f3c61806a87bc09154d
中央新影-中学生,http://39.107.95.182:3000/708869532
中央新影-中学生,http://139.224.111.181:3000/708869532
中央新影-中学生,http://124.77.202.8:49155/708869532
中央新影-发现之旅,http://39.107.95.182:3000/624878970
中央新影-发现之旅,http://139.224.111.181:3000/624878970
中央新影-发现之旅,http://124.77.202.8:49155/624878970
中央新影-老故事,http://39.107.95.182:3000/884121956
中央新影-老故事,http://139.224.111.181:3000/884121956
中央新影-老故事,http://124.77.202.8:49155/884121956
中央电视塔南,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
中央电视塔南,https://gcalic.v.myalicdn.com/gc/ztn_1/index.m3u8
央视文化精品,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=b8e9e3ba3727016e24d548f930af8f8ca4db45503c7f29e486901ce61203acd00c5e659fb683011f4ea04204896f5eda4242dabd6f816fd9acac0cf35320befd

卫视,#genre#
三沙卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=65fe3503e951bbe81984a8eacece9a862c7da69f6efab55615d05d1ab00f6252d3defd26716bc7604199f5df623938db2180f0e447ba7246fecfb75075d3deb3
东南卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=9fa6c85d2e1590c6f9e28b29b226e947e1be2f080b2d2bf3ce4ea2d4ad094a4784f59337f87d0cfa147da2de9cd96da27232a49e77c801b0ae7d8690e28d4651
东南卫视,http://39.107.95.182:3000/849116810
东南卫视,http://139.224.111.181:3000/849116810
东南卫视,http://124.77.202.8:49155/849116810
东方卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=0900659e5432c0fa8abc3f9fe71052ebb5ae4439ee0356eb4d17c8ea24bc62618271cdece794e4a4ed58aae6b457f966ae14707c125dacbb6c717c047b01320b
东方卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=61202cda7e8a081813fe91a82a0080e61efc6dbc79ecb3489b66a6af01db2c399dced0300c6178f26ab763ab2ebc5c9ceb399088359c8722b19e79de133fd506
东方卫视,https://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视,http://39.107.95.182:3000/651632648
东方卫视,http://139.224.111.181:3000/651632648
云南卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=6f2f75eec70e22b39a150abf2d112e4a24aa4385458673104fc36357ea288d0999c4674ca45b65cdd4f5270471d140bb8c055dc401c21178c901dde5198b0f72
兵团卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=28a19b7c4d90234e8a2dcf8fee1fc45f9dbfca46aeab8ef9f5190781ce79290e178c1219134879db62a7bf321c0d6778f643288f05c3a4c338c5df2159a103f5
兵团卫视,http://39.107.95.182:3000/956923145
兵团卫视,http://139.224.111.181:3000/956923145
兵团卫视,http://124.77.202.8:49155/956923145
内蒙古卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=45181fde5a95e830a9fe280d3664393e15fd70b53156e8ac382f4cb4c5cd884ac8516814220e3b5d51b972c24152d29135fd74d3ecfb76c738819cc5b4937511
内蒙古卫视,http://play1-qk.nmtv.cn/live/1769652018126032.m3u8
北京卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=910680c37e6a8f59eaf63552bcb551d9fc5a83ef7d9e24baa132b0351a496758208b6b1495b58c7bdc6487858eda80359bf743c3710d7ee521aeed240bf2a58f
北京卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=8dfa5c95b3e09c437e6891c24ff4651e6a77b96186efe4b92c38a355cdb9d6297f28ff6de50b2ba200a8d1e218ba9d7cba011d1625952c2d4ebf38133dc5f978
北京卫视,http://39.107.95.182:3000/630287636
北京卫视,http://139.224.111.181:3000/630287636
北京卫视,http://124.77.202.8:49155/630287636
吉林卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=58106ac05f3813a605e3750840ac2dcecfe1dedcb6ffd7efb88afafc3b875f866e190bf32880ebe8a895e3b81e75326ee891cddd7eaa840ffaa5b5b7befaba85
吉林卫视,http://39.107.95.182:3000/947472500
吉林卫视,http://139.224.111.181:3000/947472500
吉林卫视,http://124.77.202.8:49155/947472500
四川卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=113bdd680d23d8b06763b0cd2f1d52bc5ab3ee46cd1655c0722c351b017fd790d2ce89f35cec30aadeacbf8db7a55996a8c3142c260b978942cf0f6a624da125
四川卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=8c012a2afd2322182c652c2009390c54ce0072b3c552de2c0f4b6aad25ad7032ddca4e58d2eb9c4dbdb3af9bdfd0508d8c49b6f0f482b5b17e77c7651fb6a42b
四川卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=8c8025c3473ee9b287922ab0fd73466dd250c11dd897f9229eee2c2b319d550fed5868407925668d5c3297c1d0871b6a96cce6f6b27c020caf379a0d63fc6dd0
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8
天津卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=33fd1539209d104206258df321f7f54cb9be7794ffcb5e70344f18c42b5f5e8ddfe9acd06f5edc9f2c61ee3fb190f6dec22faf8f4ed5edaecdf70bd492f407f5
宁夏卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=5ce3c673b425f71371b3444ea4b3aa07b5fc583ba368f3f1dff7f8ee8dc71a48567d273c02a3e4673d7b8a8c7cb42b94019bef5c3978ba0e47f101a26409d459
宁夏卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227003/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ESco1zinvdUYzleEkXYhIvA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
安徽卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=065a3d80a9c46e495fc7234d3e69fff0884f8252c505e836543efa9bc36cf0bba0965cb7be631d576c0483d2b1e077e04fc0189720a2cc820970a7a38fbf8d25
山东卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=bacea50f4dec99d44b5a796258c4f6ce226bfdc6940375ec0295c49de77a919b5e5544be0539bc528d8571ecd338d1e3a5867fba1e2f53fc193d703115200d16
山东卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=0ee911ad3dec22646ce1a7b2534da423c56e0d47296da0c79e2ea3599798d50d64070ef3fce44c0ef8000a4f01638e692874b5fe96d4240e06b98609506def43
山东卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=19a2926df91f9e9bf59175fb976a532b314832a21ffdc5081ac0aa0b7ec166a4c506a0ba42c2889cabce4fd09002aa18b526ada5df77e3291c08d8e6e918d2fe
山西卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=82b0cefe67a79c0932c6cda7501cbc2d12ef242120f74c9b315ef25dbd23e7e2e32778eb4b391fbda70c038943b4dcac2948410d3d38c46a57454529b72f3eaa
山西卫视,http://119.39.9.8:9901/tsfile/live/0118_1.m3u8
广东卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=08b9d25d57724cce58449951a8d8596f4a18e9bd0a7d198b8a8bf92505f70428ec38b8f2ab80e174ed9812f0a9b72fe75ebcbc1ee556573a45bc294971c925a6
广东卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=08b9d25d57724cce58449951a8d8596f863130660f8041c60b68d2358870b56e29968582d5269a02f8a2a91035be6abf8dfeba4c553e1a1db10b85536a5394c3
广东卫视,http://39.107.95.182:3000/608831231
广东卫视,http://139.224.111.181:3000/608831231
广东卫视,http://124.77.202.8:49155/608831231
广西卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=b0b653612851b64ab850c51685e70f73f035afe54e603acbf868fb85a52767a438516a9b0b0ca393e06430e493d9b480049354fb05bdbf564fd8b70351fdeba5
延边卫视,https://srs.iyb983.cn:443/video/CYS/index.m3u8
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
延边卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227045/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eq0D3NdTUN7FuRzr8eJsbQA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
新疆卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=ae78a38a83f0755a5b3249f9ebb9fb61dc12ad0432a0eb187aa7f7e4246192e872612fb5c1cc075f780936b24c80e3f71f18187afbdedf00d77427261f32032d
新疆卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227011/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ExAUu61iVvo_xYbANWJhgXw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
江苏卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=90811ab4af780113b34e1f80d7f8a31555ac251451b7fc3e1902ebf180d5d0c4c58bb7400533057efa22e2af467c48bdafc62493635f8b3493691a4e5cd9422e
江苏卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=1780ea725fb08e0ce7099e1926536bc0ff879971819e850442253f719258469fa3c817526e75bee866309410323dce6f260b34805c46b9265e85921feb507062
江苏卫视,http://39.107.95.182:3000/623899368
江苏卫视,http://139.224.111.181:3000/623899368
江苏卫视,http://124.77.202.8:49155/623899368
江西卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=86ff288710b9e222186c8e13a8c69b67db39ad5c9d670998ccf136612a5f48f5b360aa7b045f1288655450cdc279f205397ec2f44c850c67f2fc2a55a4bd9f3a
江西卫视,http://112.27.5.218:9901/tsfile/live/faacts/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://39.107.95.182:3000/783847495
江西卫视,http://139.224.111.181:3000/783847495
江西卫视,http://124.77.202.8:49155/783847495
河北卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=9cde8a84a5baccd1f5dcb977583435c10c09d25e5da547245abde5bf589709c46bf25a56ea7ebda64a9c8033d4d58077f97bb32142aca6be1325428d33a9262e
河北卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227014/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ErSGjhI3DMaaAASPrbQJYTg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河南卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=690ef9951d2ab64c797f3f95e18b36dd2189d8c01dece2b7235281e663d5a2762209285baa3e846f319e8d811e36f2fc16b80095eee5a7c429d0ded7db22b8c1
河南卫视,http://39.107.95.182:3000/790187291
河南卫视,http://139.224.111.181:3000/790187291
河南卫视,http://124.77.202.8:49155/790187291
浙江卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=8803aa8eb846d7d894e589dc32500c6a36c2a479fc515093b0a97437796be68f62bfc4813123a73604d4728c69c4681199ab824928c1e0c19e5e14888367e28d
浙江卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=848a3cbb8520725e03f9b087d83402b05573300d236020da514d7c8917ead7df2a55cc584afb81d3749c8679f2890c7e32c4794f450f4cbd92a81057793a0f5e
浙江卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=77a94a9f63e23fabc4044157e99396a1772c8de3d7bc375ae679089fbed157b75c9f6235265d0861acb92ef461e3c19f121a4646943e8d49e871edef06da248a
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
海南卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=fd7f8c55e5348b8e9b94155619051aa2a6743815348dc9cb26a48710e0cb7cf07701c598a9458f65086fc3da087c3fe0775972e20a559494cdde59e3cb0efd18
海南卫视,http://39.107.95.182:3000/947472502
海南卫视,http://139.224.111.181:3000/947472502
海南卫视,http://124.77.202.8:49155/947472502
深圳卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=52723649fda5666d3bbcdcd2b2f9c9c99bbc1a98f912c9c7d653feca8568829444588e6116524efe7b09fafb1ae6ed6f1d90ad4e1202a68ec729ffe03de47be2
深圳卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=fcbb1bccae8c23895e3ec1d54f2b15767fd9569c645eb0547321027040112cf52b9f86a81a7585714b7107e570041ac138e2d5588a7f9bded678432d7eb905a8
湖北卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=deec3950097c29e9abc1841db23481af132759c0d8cc54db704a65c13fc08c929aed4ac59f698b5ac099c5c761aeb47c91de8c29e6dcbda76a4702380930ed52
湖北卫视,http://39.107.95.182:3000/947472496
湖北卫视,http://139.224.111.181:3000/947472496
湖北卫视,http://124.77.202.8:49155/947472496
湖南卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=ca44a795a1f73c51c2db43847dd5fcbd58614d11784837badc815c85068186a3cd5e376d2a92b876e8c8f9144ecedaa7993d8c0c7b3440c9be3083d1f4009288
湖南卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=3dae8ac0595a401712902218f0a89d1366c3eefa1be4054a440f0f8b55fdaed83b6ec411dc7f69c6f1a12ead6355eee3592f748af323ec27d92cd132fedad67a
湖南卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=c47c6c8d081ccdb676d227e666de224543f480410acb61dcd1d509802ec55004b9b00359beb66ef67a735da02d9e3e7a1db7d26128f5c4a36f63dc73002eb4fd
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
甘肃卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=6d389873c9b5503dad6f0e78016f748be73a38727c5d71fd6fa2a31bbd904e1276ccede3359b1bd8cd4900f76aa7ba229010b420c2e44f5d233a03acee3f8c6a
甘肃卫视,http://218.13.170.98:9901/tsfile/live/0141_1.m3u8
西藏卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=cd8ef4d55705594fcdfbfecc1dc0d3c8d21b07e8256339ee707fbfe93a356a9ac47aa28dcb7776b48de66f2a629c965903c1ff8cb74d9821951fee077b58108f
贵州卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=19e589ed2e73d6e12776d730210beda07228e8ab26f950c53d3997fbf10b9c9779cee9dc029fb1819ee958e250374ae7ee7ae999f4905d6b280dc318ac6cd104
辽宁卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=e2875c4606bc947b367b50412c86979b2d544ab53312240e518c948b3a87768a87a9912861f4c3bcf51ed171981266be00210ebc517e0d6ae833d32e820e570e
辽宁卫视,http://39.107.95.182:3000/630291707
辽宁卫视,http://139.224.111.181:3000/630291707
辽宁卫视,http://124.77.202.8:49155/630291707
重庆卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=9c6a1ab729d3adc6e2f5ba338bda075302e953442225ab609fbdaec241c1f67cd90f5cb8ed6cd129ab6d9659f52a8ab26855834d0f588f6513021d2ab88268024f779846eac5fb10a6ce2f81210d1e11
重庆卫视,http://39.107.95.182:3000/738910914
重庆卫视,http://139.224.111.181:3000/738910914
重庆卫视,http://124.77.202.8:49155/738910914
陕西卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=58098bc698d5fd5c25106c108a8e1439a23e62f676492dd062c72137af3e74c28664e6f198d979c3c3f4d73afce2e2e5ab1d27c9b45c3551b9345125379aa486
陕西卫视,http://39.107.95.182:3000/738910838
陕西卫视,http://139.224.111.181:3000/738910838
陕西卫视,http://124.77.202.8:49155/738910838
青海卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=ad07847ceb1f2dbb6f60ec3731fc72e8d1735aae7c23cc683c28339418cc7b6f9fbb586128a0c12029b08f90bdb3cad546782d08ddb6200d9616f2e262d418a2
青海卫视,https://hls-qhmh.lanzhousobey.cn/qhmh/mhds.m3u8
青海卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227017/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EacviHy_ucMT27Ymf2iLtZA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
黑龙江卫视,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=a1abe33180cf89b6cb5de845dcba651f7b186f5aba57820a77e7c1e18370c577148df52531bf43f9cb46325a514e071a4d16ecfb569c392b06841b71ed335783
黑龙江卫视,http://39.107.95.182:3000/738906901
黑龙江卫视,http://139.224.111.181:3000/738906901
黑龙江卫视,http://124.77.202.8:49155/738906901

体育,#genre#
NewTV欢乐棋牌,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=b68155ce37f25bc76cdd216663ac31b0bdc4c22fbbcf91880a5a871f6add5fb6313a7ea88dfc24c72c4a93c9d79eaf8355fa0900ef05b25a1e53e511dd7fe53337059cc9c8e0c381660f916e5cc55d3f
NewTV精品体育,http://votv.vip:18080/00xx/TVOD/channelPlay.php?k=7b1b206db41d4064ee1ab1bec9aa987dc01abd76e48cfa8868d244f23ccb19fb138dc824792540b8e54b1be872cb8faa
